Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Determiners_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Comas/frases,%comas,%puntos,punto_y_coma,date,doble_negacion,partitivos o porcentajes,presente_indicativo,subjuntivo,condicional,nverbseguidos,%puntuacion,Tipo
16_guia_actividad_fisica,7.896575821104123,5.590496156533892,0.0,15.86303284416492,6.848357791754018,0.27952480782669464,0.8385744234800838,11.11111111111111,11.180992313067785,24.6680642907058,20.964360587002098,3.913347309573725,0.0,2.026554856743536,0.9084556254367575,0.20964360587002095,0.3494060097833683,0.0,86.7109634551495,4.401993355481728,2.823920265780731,0.0,3.2844164919636616,29.20408163265306,3.9489867225716284,0.9795918367346939,3.3542976939203353,3.074772886093641,0.20964360587002095,0.0,0.13976240391334732,0.0,5.93990216631726,1.607267645003494,0.0,5.310971348707198,17.61006289308176,Dificil
guia-monfrague_tcm30-66975,3.7722908093278464,5.0068587105624145,0.411522633744856,7.064471879286694,0.8916323731138546,0.06858710562414266,1.7832647462277091,10.356652949245541,12.139917695473251,30.384087791495197,37.51714677640604,2.263374485596708,0.0,0.6858710562414266,1.5089163237311385,0.0,1.3031550068587106,0.0,62.86852589641434,4.46215139442231,5.258964143426295,0.0,2.4691358024691357,37.38461538461539,4.109053497942387,1.6666666666666667,4.458161865569273,2.606310013717421,0.13717421124828533,1.2345679012345678,0.0,0.0,3.1550068587105624,0.823045267489712,0.0,0.823045267489712,23.319615912208505,Dificil
guia_autoayuda_para_manejar_las_emociones,6.006006006006006,7.207207207207207,0.0,12.312312312312311,3.5285285285285286,0.6756756756756757,1.8018018018018018,11.786786786786786,10.885885885885886,26.276276276276278,23.7987987987988,6.456456456456457,0.0,1.7267267267267268,0.9009009009009009,0.07507507507507508,0.37537537537537535,0.0,82.9919857524488,3.2947462154942118,4.096170970614426,0.0,2.8528528528528527,38.05714285714286,4.36036036036036,2.257142857142857,5.930930930930931,2.5525525525525525,0.07507507507507508,0.0,0.0,0.0,5.33033033033033,0.6756756756756757,0.0,4.2042042042042045,18.61861861861862,Dificil
BOE-A-1978-31229-consolidado,10.746064339493497,4.1067761806981515,0.13689253935660506,6.844626967830253,2.190280629705681,0.2737850787132101,0.6160164271047228,14.647501711156742,11.293634496919918,29.7056810403833,27.310061601642712,4.380561259411362,0.0,0.6844626967830253,0.0,0.0,2.6694045174537986,0.0,80.78565328778822,3.5866780529462,6.319385140905209,0.0,3.080082135523614,18.974025974025974,3.8528405201916494,0.5844155844155844,3.080082135523614,5.270362765229295,0.06844626967830253,0.0,0.0,0.0,2.737850787132101,0.6844626967830253,0.0,0.9582477754962354,19.43874058863792,Dificil
DONQUIJOTE_PARTE1,5.391527599486521,5.2631578947368425,0.06418485237483953,9.306803594351733,1.9897304236200257,0.12836970474967907,1.2836970474967908,10.911424903722722,13.286264441591785,25.35301668806162,22.978177150192554,1.1553273427471116,0.0,2.8241335044929397,0.3851091142490372,0.06418485237483953,0.06418485237483953,0.0,80.50266565118051,5.55978674790556,5.331302361005331,0.0,4.621309370988446,77.9,3.470474967907574,5.6,7.188703465982028,1.2836970474967908,0.962772785622593,0.06418485237483953,0.1925545571245186,0.0,1.4120667522464698,0.8985879332477535,0.0,0.8985879332477535,19.255455712451862,Dificil
cuadernillo_parlamento,4.80054090601758,5.611899932386748,0.0,6.490872210953347,1.0141987829614605,0.0,1.6227180527383367,14.5368492224476,15.483434753211629,26.504394861392832,32.52197430696417,2.5693035835023665,0.0,0.676132521974307,0.8113590263691683,0.0,1.0141987829614605,0.0,72.17391304347827,3.08300395256917,3.6363636363636362,0.0,5.476673427991886,38.921052631578945,3.922244759972955,1.5526315789473684,3.989181879648411,2.501690331304936,0.0676132521974307,1.0818120351588911,0.0,0.2028397565922921,2.0960108181203516,0.47329276538201487,0.0,0.9465855307640297,21.3657876943881,Dificil
SolicitarInformeVidaLaboralGeneralH,10.144927536231885,1.0869565217391304,0.0,14.492753623188406,3.9855072463768115,0.7246376811594203,2.536231884057971,14.492753623188406,15.942028985507246,25.0,17.753623188405797,5.072463768115942,0.0,1.4492753623188406,0.36231884057971014,0.0,0.0,0.0,78.05755395683454,2.8776978417266186,0.7194244604316546,0.0,2.1739130434782608,23.0,4.807971014492754,0.5833333333333334,2.536231884057971,4.3478260869565215,0.0,0.0,0.36231884057971014,0.0,3.260869565217391,0.7246376811594203,0.0,7.246376811594203,13.405797101449275,Dificil
InscribirseGarantiaJuvenilH,8.941176470588236,2.588235294117647,0.0,14.588235294117647,5.411764705882353,0.47058823529411764,2.823529411764706,14.117647058823529,16.705882352941178,25.41176470588235,14.588235294117647,5.176470588235294,0.0,1.411764705882353,0.0,0.0,0.47058823529411764,0.0,82.09302325581395,1.627906976744186,0.6976744186046512,0.0,3.5294117647058822,28.333333333333332,4.884705882352941,0.8666666666666667,3.0588235294117645,2.823529411764706,0.0,0.0,0.0,0.0,3.0588235294117645,1.8823529411764706,0.0,6.117647058823529,11.764705882352942,Dificil
AyudasDespuesParoH,8.860759493670885,1.4240506329113924,0.0,10.126582278481013,2.2151898734177213,0.31645569620253167,2.3734177215189876,16.455696202531644,17.40506329113924,24.841772151898734,17.246835443037973,6.80379746835443,0.0,1.2658227848101267,0.9493670886075949,0.0,0.15822784810126583,0.0,81.41447368421052,2.960526315789474,1.644736842105263,0.0,2.689873417721519,24.307692307692307,4.715189873417722,1.1923076923076923,4.905063291139241,4.113924050632911,0.0,0.0,0.0,0.15822784810126583,2.0569620253164556,1.2658227848101267,0.15822784810126583,3.1645569620253164,14.39873417721519,Dificil
ContratoIndefinidoH,5.217391304347826,1.7391304347826086,0.0,11.304347826086957,3.4782608695652173,0.8695652173913043,0.8695652173913043,14.782608695652174,19.130434782608695,24.347826086956523,12.173913043478262,5.217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,86.60714285714286,2.6785714285714284,0.8928571428571429,0.0,1.7391304347826086,38.333333333333336,4.730434782608696,2.3333333333333335,6.086956521739131,2.608695652173913,0.0,0.0,0.0,0.0,2.608695652173913,1.7391304347826086,0.0,3.4782608695652173,11.304347826086957,Dificil
PlanRetornoDobleNacionalidadH,8.616504854368932,1.4563106796116505,0.12135922330097088,14.320388349514563,4.611650485436893,0.4854368932038835,3.6407766990291264,12.37864077669903,17.718446601941746,24.87864077669903,14.805825242718447,5.218446601941747,0.0,2.5485436893203883,0.7281553398058253,0.0,0.0,0.0,77.57225433526011,2.8901734104046244,0.6936416184971098,0.0,2.4271844660194173,37.45454545454545,5.058252427184466,2.4545454545454546,6.553398058252427,2.5485436893203883,0.0,0.0,0.24271844660194175,0.0,2.063106796116505,2.1844660194174756,0.0,6.067961165048544,10.558252427184467,Dificil
CertificadoFacilH,8.26086956521739,1.0869565217391304,1.6304347826086956,14.565217391304348,4.239130434782608,0.8695652173913043,1.6304347826086956,14.021739130434783,14.565217391304348,24.891304347826086,18.804347826086957,6.630434782608695,0.0,1.3043478260869565,1.8478260869565217,0.0,1.4130434782608696,0.0,76.18002195389681,5.48847420417124,0.32930845225027444,0.0,2.5,19.574468085106382,4.589130434782609,0.40425531914893614,2.0652173913043477,4.891304347826087,0.0,0.10869565217391304,0.10869565217391304,0.0,3.4782608695652173,1.1956521739130435,0.0,7.391304347826087,13.91304347826087,Dificil
CobrarParoTrabajarTiempoParcialH,5.614035087719298,2.456140350877193,0.7017543859649122,17.894736842105264,6.315789473684211,1.4035087719298245,1.4035087719298245,10.526315789473685,14.385964912280702,19.649122807017545,17.894736842105264,5.614035087719298,0.0,1.7543859649122806,1.0526315789473684,0.0,0.3508771929824561,0.0,75.94501718213058,3.4364261168384878,1.0309278350515463,0.0,4.912280701754386,35.625,4.842105263157895,1.875,5.2631578947368425,2.807017543859649,0.0,0.7017543859649122,0.3508771929824561,0.0,5.614035087719298,1.7543859649122806,0.0,7.719298245614035,13.68421052631579,Dificil
CalendarioDelContribuyenteH,10.502354788069074,2.009419152276295,0.6436420722135008,5.729984301412872,1.1930926216640503,0.15698587127158556,1.978021978021978,10.832025117739404,16.656200941915227,22.48037676609105,30.87912087912088,7.723704866562009,0.0,0.957613814756672,1.1773940345368916,0.0,8.069073783359498,0.0,65.37732870224187,2.9523208083359647,1.1840858856962424,0.09419152276295134,3.8618524332810047,26.764705882352942,4.6020408163265305,1.726890756302521,6.452119309262167,3.767660910518053,0.015698587127158554,2.291993720565149,0.04709576138147567,0.015698587127158554,0.7378335949764521,1.1459968602825745,0.0,1.3814756671899528,18.665620094191524,Dificil
AyudasAlquilerViviendaH,5.0,0.0,0.0,3.75,1.25,0.0,2.5,11.25,20.625,32.5,23.75,5.625,0.0,0.0,1.25,0.0,3.75,0.0,75.77639751552795,0.0,0.0,0.0,5.625,40.0,4.825,0.0,0.0,1.875,0.0,0.0,0.0,1.875,0.0,0.0,0.0,0.0,13.125,Dificil
CobrarParoPluriempleoH,3.1578947368421053,2.1052631578947367,2.1052631578947367,14.736842105263158,5.2631578947368425,0.0,2.1052631578947367,14.736842105263158,18.94736842105263,25.263157894736842,17.894736842105264,9.473684210526315,0.0,2.1052631578947367,1.0526315789473684,0.0,0.0,0.0,66.95652173913044,0.8695652173913043,0.0,0.0,5.2631578947368425,23.75,6.3578947368421055,0.5,2.1052631578947367,2.1052631578947367,0.0,0.0,0.0,0.0,2.1052631578947367,3.1578947368421053,0.0,8.421052631578947,10.526315789473685,Dificil
CobrarParoReduceJornadaH,4.117647058823529,2.9411764705882355,0.5882352941176471,12.352941176470589,1.7647058823529411,0.0,2.3529411764705883,12.941176470588236,15.294117647058824,21.764705882352942,13.529411764705882,4.117647058823529,0.0,2.3529411764705883,0.0,0.0,0.5882352941176471,0.0,81.81818181818181,1.1363636363636365,0.5681818181818182,0.0,1.1764705882352942,34.0,4.723529411764706,2.0,5.882352941176471,2.3529411764705883,0.0,0.0,0.0,0.5882352941176471,2.3529411764705883,2.9411764705882355,0.5882352941176471,5.882352941176471,11.176470588235293,Dificil
ParoPrimeraVezH,9.495798319327731,3.5294117647058822,0.08403361344537816,9.915966386554622,0.8403361344537815,0.25210084033613445,3.277310924369748,12.184873949579831,17.478991596638654,27.394957983193276,17.81512605042017,6.302521008403361,0.0,2.100840336134454,0.9243697478991597,0.0,0.08403361344537816,0.0,74.32432432432432,2.7821939586645468,0.6359300476947536,0.0,2.9411764705882355,32.16216216216216,5.008403361344538,0.972972972972973,3.0252100840336134,3.1092436974789917,0.0,0.0,0.33613445378151263,0.0,3.361344537815126,1.680672268907563,0.0,5.546218487394958,13.697478991596638,Dificil
CobrarParoEmpezarTrabajarH,8.16,2.72,0.48,13.92,3.04,0.8,1.44,12.64,14.56,23.04,13.76,4.8,0.0,1.12,0.48,0.0,0.48,0.0,80.0,3.75,0.46875,0.0,4.0,44.642857142857146,4.7696,2.142857142857143,4.8,2.24,0.0,0.32,0.16,0.0,5.44,1.12,0.0,5.76,10.72,Dificil
CoordinacionServiciosAutonomosEmpleoH,4.513064133016627,0.9501187648456056,0.0,4.275534441805226,1.9002375296912113,0.0,1.187648456057007,13.776722090261282,16.389548693586697,32.066508313539195,24.228028503562946,11.163895486935868,0.0,0.4750593824228028,3.0878859857482186,0.0,0.0,0.0,70.96774193548387,2.0737327188940093,0.4608294930875576,0.0,1.66270783847981,35.083333333333336,5.574821852731591,1.1666666666666667,3.32541567695962,2.8503562945368173,0.0,0.0,0.0,0.0,0.7125890736342043,0.4750593824228028,0.0,0.4750593824228028,18.28978622327791,Dificil
ExpedienteINEMH,4.37956204379562,0.7299270072992701,0.7299270072992701,11.678832116788321,4.37956204379562,0.0,2.9197080291970803,10.94890510948905,18.248175182481752,32.846715328467155,16.05839416058394,7.299270072992701,0.0,1.4598540145985401,0.7299270072992701,0.0,0.0,0.0,79.71014492753623,2.898550724637681,0.7246376811594203,0.0,5.109489051094891,22.833333333333332,4.8321167883211675,1.3333333333333333,5.839416058394161,4.37956204379562,0.0,0.0,0.0,0.0,2.18978102189781,1.4598540145985401,0.0,7.299270072992701,13.138686131386862,Dificil
AutocalculoPrestacionesParoH,2.7522935779816513,1.3761467889908257,0.0,13.761467889908257,2.7522935779816513,0.0,0.9174311926605505,15.137614678899082,14.220183486238533,25.229357798165136,13.302752293577981,6.422018348623853,0.0,2.293577981651376,1.834862385321101,0.0,0.0,0.0,79.01785714285714,3.5714285714285716,1.7857142857142858,0.0,4.587155963302752,27.25,4.89908256880734,1.25,4.587155963302752,3.2110091743119265,0.0,0.0,0.9174311926605505,0.0,7.798165137614679,0.45871559633027525,0.45871559633027525,5.504587155963303,10.091743119266056,Dificil
QuienesObligadosDeclaracionRentaH,12.309820193637622,2.4896265560165975,0.0,10.096818810511756,2.2130013831258646,0.0,3.18118948824343,11.894882434301522,18.118948824343015,23.789764868603044,15.352697095435685,9.54356846473029,0.0,2.7662517289073305,0.8298755186721992,0.0,0.6915629322268326,0.0,78.6908077994429,5.571030640668524,0.9749303621169917,0.0,3.319502074688797,36.15,5.215767634854772,1.5,4.149377593360996,2.627939142461964,0.0,0.13831258644536654,0.2766251728907331,0.4149377593360996,1.1065006915629323,3.0428769017980635,0.0,2.4896265560165975,11.479944674965422,Dificil
TelefonoInformacionSEPEH,2.26628895184136,1.13314447592068,0.28328611898017,2.8328611898016995,1.4164305949008498,0.0,0.28328611898017,4.81586402266289,24.64589235127479,23.796033994334277,30.02832861189802,5.949008498583569,0.0,0.0,0.8498583569405099,0.0,6.232294617563739,0.0,66.94444444444444,0.8333333333333334,0.8333333333333334,0.0,7.36543909348442,20.764705882352942,4.388101983002833,0.17647058823529413,0.8498583569405099,4.53257790368272,0.0,7.36543909348442,0.0,0.0,1.13314447592068,0.0,0.0,0.0,13.597733711048159,Dificil
DeclaracionDeLaRentaH,2.797202797202797,1.3986013986013985,0.6993006993006993,8.391608391608392,3.4965034965034967,0.0,1.3986013986013985,9.090909090909092,15.384615384615385,39.16083916083916,16.783216783216783,9.79020979020979,0.0,0.6993006993006993,3.4965034965034967,0.0,1.3986013986013985,0.0,67.51592356687898,5.095541401273885,3.1847133757961785,0.0,2.097902097902098,28.6,6.1678321678321675,0.2,0.6993006993006993,0.6993006993006993,0.0,0.6993006993006993,0.0,0.0,0.6993006993006993,2.797202797202797,0.0,1.3986013986013985,9.090909090909092,Dificil
CitaPreviaHaciendaH,10.245310245310245,1.875901875901876,0.5772005772005772,15.728715728715729,5.05050505050505,0.4329004329004329,2.0202020202020203,14.862914862914863,17.46031746031746,22.366522366522368,15.728715728715729,5.916305916305916,0.0,1.875901875901876,0.2886002886002886,0.0,0.1443001443001443,0.0,81.42644873699851,4.606240713224368,0.7429420505200595,2.886002886002886,2.1645021645021645,23.1,4.458874458874459,0.9,3.896103896103896,4.329004329004329,0.0,0.0,0.1443001443001443,0.0,2.886002886002886,3.1746031746031744,0.0,5.194805194805195,14.285714285714286,Dificil
BecasParoH,7.021791767554479,2.6634382566585955,0.0,13.559322033898304,2.179176755447942,0.9685230024213075,3.87409200968523,12.34866828087167,14.043583535108958,24.455205811138015,14.76997578692494,8.474576271186441,0.0,3.1476997578692494,0.0,0.0,0.0,0.0,76.54028436018957,6.398104265402844,0.47393364928909953,0.0,1.694915254237288,41.3,5.322033898305085,1.9,4.600484261501211,2.4213075060532687,0.0,0.0,0.48426150121065376,0.0,2.4213075060532687,3.6319612590799033,0.0,3.87409200968523,12.106537530266344,Dificil
SolicitarCertificadoIRPFH,7.15071507150715,0.9900990099009901,1.7601760176017602,13.751375137513751,4.51045104510451,0.11001100110011001,1.4301430143014302,14.521452145214521,14.631463146314632,22.22222222222222,18.701870187018702,7.920792079207921,0.0,2.2002200220022003,0.77007700770077,0.0,0.77007700770077,0.0,78.7015945330296,4.89749430523918,0.5694760820045558,3.74037403740374,1.7601760176017602,27.545454545454547,4.518151815181518,0.8181818181818182,2.9702970297029703,3.6303630363036303,0.0,0.0,0.11001100110011001,0.0,3.9603960396039604,1.9801980198019802,0.0,3.9603960396039604,15.951595159515952,Dificil
RentaAgrariaH,8.724832214765101,1.5659955257270695,0.22371364653243847,12.975391498881432,4.697986577181208,0.22371364653243847,3.3557046979865772,14.5413870246085,17.225950782997764,23.48993288590604,15.212527964205817,6.040268456375839,0.0,2.237136465324385,0.8948545861297539,0.0,2.0134228187919465,0.0,75.46777546777547,2.9106029106029108,0.4158004158004158,0.0,3.131991051454139,20.318181818181817,5.295302013422819,0.7272727272727273,3.5794183445190155,4.921700223713646,0.0,0.0,0.22371364653243847,0.0,1.7897091722595078,1.5659955257270695,0.0,7.158836689038031,9.619686800894854,Dificil
